offer_result,offer_semester,offer_college_name,offer_professional,user_under_school,user_under_gpa,user_under_subject,user_graduate_school,user_graduate_gpa,user_graduate_subject
被拒,2022 Fall,University of Calgary,Electronical and Computer Engineering,10043学子,85.2,主修：通信工程 辅修：机器人,"","",""
AD小奖,2022 Fall,University of Ottawa,Electrical and Computer Engineering,浙江大学,86.5/100,自动化,"","",""
AD无奖,2022 Fall,Arizona State University,Computer Science,浙江大学,86.5/100,自动化,"","",""
被拒,2022 Fall,University of Ottawa,Electrical and Computer Engineering,韩国汉阳大学,93.9/100,Electrical Engineering,"","",""
Offer,2022 Fall,McMaster University,Electrical and Computer Engineering,韩国汉阳大学,93.9/100,Electrical Engineering,"","",""
AD无奖,2022 Fall,Queens University at Kingston,Electrical and Computer Engineering,韩国汉阳大学,93.9/100,Electrical Engineering,"","",""
被拒,2022 Fall,University of British Columbia - Vancouver,Electrical and Computer Engineering,韩国汉阳大学,93.9/100,Electrical Engineering,"","",""
AD无奖,2022 Fall,University of Waterloo,Electrical and Computer Engineering,韩国汉阳大学,93.9/100,Electrical Engineering,"","",""
被拒,2022 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211,81.8/100,电信,"","",""
AD无奖,2022 Fall,Ghent University,Computer Science and Engineering,港校top3,85%,Computer Science,"","",""
被拒,2022 Fall,University of Edinburgh,Artificial Intelligence,北京邮电大学,78/100,电子信息科学与技术,"","",""
Waiting list,2022 Fall,Uppsala University,Computer Science,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Fall,École Normale Supérieure de Lyon,Computer Science,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Summer,Aarhus University,Computer Science,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Fall,Linköping University,Computer Science,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Fall,The University of Sheffield,Computer Science with Speech and Language Processing,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Fall,Stockholm University,Computer and Systems Sciences,北京邮电大学,78/100,电子信息科学与技术,"","",""
AD无奖,2022 Fall,University Leiden,Artificial Intelligence,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Fall,Sorbonne University,Computer Science,北京邮电大学,78/100,电子信息科学与技术,"","",""
AD无奖,2022 Fall,Maastricht University,Artificial Intelligence,北京邮电大学,78/100,电子信息科学与技术,"","",""
被拒,2022 Fall,Ecole Polytechnique,Artificial Intelligence and advanced Visual Computing,北京邮电大学,78/100,电子信息科学与技术,"","",""
Offer,2022 Fall,Technical University of Denmark,computer science and engineering,北京邮电大学,78/100,电子信息科学与技术,"","",""
Waiting list,2022 Fall,University of St Andrews,Artificial Intelligence,北京邮电大学,78/100,电子信息科学与技术,"","",""
Offer,2022 Summer,Aarhus University,Computer Engineering,北京邮电大学,78/100,电子信息科学与技术,"","",""
AD无奖,2022 Fall,The Pennsylvania State University,Computer Science and Engineering,211,86.2/100,计算机科学与技术,"","",""
Offer,2022 Fall,The University of Nottingham,Human Computer Interaction,浙江双非一本,全科均分82.8,计算机下属二级专业，半计算机相关,"","",""
Offer,2022 Fall,Hong Kong Baptist University,Data Analytics and Artificial Intelligence,浙江双非一本,全科均分82.8,计算机下属二级专业，半计算机相关,"","",""
AD无奖,2022 Fall,Bishops University,Computer Science,双非,83,电子信息工程,"","",""
Offer,2022 Fall,University at Buffalo,Computer Science,211 & 985,3.6/4.0,"",港校,3.6/4.3,""
AD无奖,2022 Fall,University Of Southampton,Computer Software Engineering,McMaster University,3.3/4,Software Engineering,"","",""
被拒,2022 Fall,Northwestern University,Comparative Literature,211 & 985,"",中文系,211 & 985,"",比较文学
AD无奖,2022 Fall,Memorial University,Software Engineering,双非,86.7,计算机科学与技术,"","",""
被拒,2022 Fall,University of Calgary,ECE Software Engineering,双非,86.7,计算机科学与技术,"","",""
AD无奖,2022 Fall,Western University,ECE Software Engineering,双非,86.7,计算机科学与技术,"","",""
AD无奖,2022 Fall,Simon Fraser University,Professional Computer Science,双非,86.7,计算机科学与技术,"","",""
被拒,2022 Fall,University of Waterloo,ECE Software Engineering,双非,86.7,计算机科学与技术,"","",""
被拒,2022 Fall,Carleton University,ECE Software Engineering,双非,86.7,计算机科学与技术,"","",""
Offer,2022 Fall,University of Calgary,Electrical and Software Engineering,北京邮电大学,均分82.64,电信工程及管理,"","",""
Offer,2022 Fall,Fairleigh Dickinson University,Computer Science 计算机科学,双非一本,"",会计学,末流211,"",计算机
被拒,2022 Fall,University of Leeds,Advanced Computer Science,华南农业大学,"3.92/5, 89.75/100",电气工程及其自动化,"","",""
Offer,2022 Fall,The University of Sheffield,Computer Science with Speech and Language Processing,华南农业大学,"3.92/5, 89.75/100",电气工程及其自动化,"","",""
被拒,2022 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,华南农业大学,"3.92/5, 89.75/100",电气工程及其自动化,"","",""
Waiting list,2022 Fall,University of Bristol,Computer Science,华南农业大学,"3.92/5, 89.75/100",电气工程及其自动化,"","",""
AD无奖,2022 Fall,National University of Singapore,Computer Science,211,87，23/100,eecs,"","",""
AD小奖,2022 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",武汉大学,计科 3.62/4.0  87.93/100，金融学 3.26/4.0,计算机科学与技术，金融学（辅修）,University of Bristol,Not Available,Data Science
被拒,2022 Fall,Lakehead University,Computer Science,211,75% 2.5/5,通信工程,"","",""
被拒,2022 Fall,University of Manitoba,Computer Science,211,75% 2.5/5,通信工程,"","",""
Offer,2022 Fall,Memorial University,Computer Engineering,211,75% 2.5/5,通信工程,"","",""
被拒,2022 Fall,Concordia University,Computer Science,211,75% 2.5/5,通信工程,"","",""
被拒,2022 Fall,The University of Manchester,Advanced Computer Science,211,86.2/100,计算机科学与技术,"","",""
Offer,2022 Fall,City University of Hong Kong,Department of Computer Science,211 & 985,"",EE,211 & 985,"",""
AD无奖,2022 Fall,Delft University of Technology,Computer Science,New York University,3.822/4.0,Data Science,"","",""
AD无奖,2022 Fall,University Leiden,Computer Science,New York University,3.822/4.0,Data Science,"","",""
AD无奖,2022 Fall,KU Leuven,Computer Science,New York University,3.822/4.0,Data Science,"","",""
被拒,2022 Fall,VU University Amsterdam,Computer Science,New York University,3.822/4.0,Data Science,"","",""
AD无奖,2022 Fall,VU University Amsterdam,Artificial Intelligence,New York University,3.822/4.0,Data Science,"","",""
Offer,2022 Fall,Memorial University,Computer Engineering,"","","","","",""
被拒,2022 Fall,Arizona State University,Computer Science,211,87/100,CS,双非,4.0/4.0,CS
AD小奖,2022 Fall,The University of Melbourne,Computer Software Engineering,985,89,计算机科学与技术,"","",""
AD无奖,2022 Fall,VU University Amsterdam,Computer Science,985,89,计算机科学与技术,"","",""
Offer,2022 Fall,University of Amsterdam,Computer Science,海外,85%,Computer Science,"","",""
Offer,2022 Fall,VU University Amsterdam,Computer Science,海外,85%,Computer Science,"","",""
被拒,2022 Fall,University of Victoria,Computer Science,Cal Poly Pomona,3.22/4 目前,Hospitality Management,"","",""
Offer,2022 Fall,York University,Computer Science,Cal Poly Pomona,3.22/4 目前,Hospitality Management,"","",""
Waiting list,2022 Fall,University of British Columbia,Computer Science,Cal Poly Pomona,3.22/4 目前,Hospitality Management,"","",""
Offer,2022 Fall,University of Northern British Columbia,Computer Science,Cal Poly Pomona,3.22/4 目前,Hospitality Management,"","",""
被拒,2022 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,"3.75/4, 89.3/100, ranking top 5%",信息安全,"","",""
被拒,2022 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211,"3.75/4, 89.3/100, ranking top 5%",信息安全,"","",""
被拒,2022 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,90/100,计算机,"","",""
Offer,2022 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211 & 985,90/100,计算机,"","",""
被拒,2022 Fall,University College London,Computer Science,211 & 985,3.3/4.0,信息工程,"","",""
AD无奖,2022 Fall,University of Bristol,Computer Science,211 & 985,3.3/4.0,信息工程,"","",""
AD无奖,2022 Fall,University of Leeds,Computer Science,211 & 985,3.3/4.0,信息工程,"","",""
Waiting list,2022 Fall,University of Surrey,Computer Science,211 & 985,3.3/4.0,信息工程,"","",""
被拒,2022 Fall,Imperial College London,Artificial Intelligence,211 & 985,3.3/4.0,信息工程,"","",""
AD无奖,2022 Fall,Kings College London,Computer Science,211 & 985,3.3/4.0,信息工程,"","",""
Offer,2022 Fall,National University of Ireland Galway,Software Design and Development,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,2.8/4,环境科学,"","",""
Offer,2022 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211 & 985,3.5/4(83),通信工程,"","",""
被拒,2022 Fall,University College London,Computer Science,211,90,自动化,"","",""
被拒,2022 Fall,University College London,Robotics and Computation,211,90,自动化,"","",""
Offer,2022 Fall,University College Dublin,Computer Science (Negotiated Learning),211,2.75/4.20,"","","",""
AD无奖,2022 Fall,University of Amsterdam,Artificial Intelligence,综合类985,83.8,软件工程,"","",""
被拒,2022 Fall,University of Toronto,Computer Science,综合类985,83.8,软件工程,"","",""
AD小奖,2022 Fall,Chalmers University of Technology,Software Engineering and Technology,综合类985,83.8,软件工程,"","",""
被拒,2022 Fall,Aalto University,Computer Software Engineering,综合类985,83.8,软件工程,"","",""
被拒,2022 Fall,University of British Columbia,Computer Science,综合类985,83.8,软件工程,"","",""
AD无奖,2022 Fall,University of Groningen,Software Engineering and Distributed Systems,综合类985,83.8,软件工程,"","",""
Offer,2022 Fall,Eindhoven University of Technology,computer science and engineering,综合类985,83.8,软件工程,"","",""
AD无奖,2022 Fall,Utrecht University,Computer Science,综合类985,83.8,软件工程,"","",""
被拒,2022 Fall,University of Waterloo,Electrical and Computer Engineering,综合类985,83.8,软件工程,"","",""
被拒,2022 Fall,Delft University of Technology,Computer Science,综合类985,83.8,软件工程,"","",""
Offer,2022 Fall,University of Groningen,Computer Science,综合类985,83.8,软件工程,"","",""
AD小奖,2022 Fall,University of Helsinki,Computer Science,211 & 985,3.4,"","","",""
AD无奖,2022 Fall,Chalmers University of Technology,Software Engineering and Technology,211 & 985,3.4,"","","",""
AD无奖,2022 Fall,VU University Amsterdam,Computer Science (joint degree),211 & 985,3.4,"","","",""
被拒,2022 Fall,Aalto University,Software and Service Engineering,211 & 985,3.4,"","","",""
AD无奖,2022 Fall,University College Dublin,Computer Science (Negotiated Learning),211 & 985,3.4,"","","",""
AD无奖,2022 Fall,Aarhus University,Computer Science,211 & 985,3.4,"","","",""
被拒,2022 Fall,Aalto University,Computer Science,211 & 985,3.4,"","","",""
AD无奖,2022 Fall,University of Copenhagen,Computer Science,211 & 985,3.4,"","","",""
AD无奖,2022 Fall,Technical University of Denmark,Computer Science and Engineering,211 & 985,3.4,"","","",""
被拒,2022 Fall,Northeastern University,Computer Science,211 & 985,3.4,"","","",""
AD无奖,2022 Fall,Eindhoven University of Technology,Computer Science,211,85/100,软件工程,"","",""
AD无奖,2022 Fall,VU University Amsterdam,Computer Science,211,85/100,软件工程,"","",""
被拒,2022 Fall,McMaster University,Electrical and Computer Engineering,211 & 985,89.48/100 （3.74/4.0）,能源与动力工程,"","",""
AD无奖,2022 Fall,University Leiden,advanced computing and systems,兰州大学,85.54/100,物理学,"","",""
被拒,2022 Fall,VU University Amsterdam,Computer Science(并行计算),兰州大学,85.54/100,物理学,"","",""
AD无奖,2022 Fall,Waseda University,Computer Science and Communications Engineering,211,AVG:86/100   GPA:3.46/4,通信工程,"","",""
AD无奖,2022 Fall,Aarhus University,Computer Engineering,双非,87/100，5/80,通信工程,"","",""
Offer,2022 Fall,Hong Kong Baptist University,Data Analytics and Artificial Intelligence,双非,87/100,电子信息工程,"","",""
Offer,2022 Fall,University of Glasgow,Computer Systems Engineering,双非,87/100,电子信息工程,"","",""
Offer,2022 Fall,University of Glasgow,Robotics and Artificial Intelligence,双非,87/100,电子信息工程,"","",""
Offer,2022 Fall,The University of Nottingham,Computer Science,双非,87/100,电子信息工程,"","",""
Offer,2022 Fall,The University of Sheffield,Cybersecurity and Artificial Intelligence,双非,87/100,电子信息工程,"","",""
AD小奖,2022 Fall,Cranfield University,Computational and Software Techniques in Engineering,"","","","","",""
被拒,2022 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211,84.98,交通工程,"","",""
被拒,2022 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,84.98,交通工程,"","",""
Offer,2022 Fall,The University of Hong Kong,Electronic Commerce and Internet Computing（MSc）（FT / PT）,211,84.98,交通工程,"","",""
被拒,2022 Fall,University of Oxford,Comparative Social Policy,985,主修3.6+/4；辅修3.6+/4,主修城市规划与管理，辅修经济,"","",""
被拒,2022 Fall,Kings College London,advanced software engineering,211,86.2/100,计算机科学与技术,"","",""
被拒,2022 Fall,The University of Manchester,Artificial Intelligence,211,90+ 专排第一,CS相关专业（非CS）,"","",""
被拒,2022 Fall,City University of Hong Kong,Computer Science,双非,3.46/4  8/96,信息工程,"","",""
被拒,2022 Fall,The Chinese University of Hong Kong,Computer Science,双非,3.46/4  8/96,信息工程,"","",""
AD无奖,2022 Fall,University of Pennsylvania,Computer and Information Technology,211 & 985,3.94,土木工程,"","",""
AD无奖,2022 Fall,Ecole Polytechnique,Artificial Intelligence and advanced Visual Computing,211,84/100,计算机科学与技术,"","",""
AD无奖,2022 Fall,Technical University of Denmark,Computer Science and Engineering,211,81.6/100  3.21/4   专业30%,集成电路设计与集成系统,"","",""
